"OrderLineNumber";"OrderHeader_OrderNumber";"Quantity";"PricePerQty";"Item_ItemNumber"
23443;7852;10;"404";87
23444;7852;7;"376";84
23445;7852;1;"220";1
23446;7852;8;"436";45
23447;7853;5;"415";17
23448;7853;1;"330";46
23449;7853;7;"279";49
23450;7853;8;"374";3
23451;7853;2;"343";46
23452;7854;9;"454";85
23453;7854;4;"243";91
23454;7854;6;"357";74
23455;7854;2;"392";35
23456;7854;6;"322";8
23457;7855;4;"293";86
23458;7855;4;"380";26
23459;7856;9;"327";6
23460;7856;9;"272";2
23461;7856;8;"387";11
23462;7856;3;"359";70
23463;7857;1;"203";9
23464;7857;10;"352";72
23465;7857;2;"386";86
23466;7857;9;"411";8
23467;7858;10;"346";26
23468;7858;10;"401";2
23469;7858;10;"490";57
23470;7858;3;"451";90
23471;7858;4;"450";99
23472;7859;7;"287";99
23473;7860;2;"322";44
23474;7860;10;"493";99
23475;7861;1;"352";36
23476;7861;2;"342";15
23477;7861;8;"411";11
23478;7862;1;"259";44
23479;7863;6;"262";89
23480;7863;7;"397";78
23481;7863;6;"399";11
23482;7863;9;"313";16
23483;7863;8;"364";31
23484;7864;3;"354";39
23485;7864;2;"427";24
23486;7864;5;"380";98
23487;7864;9;"442";19
23488;7864;2;"442";68
23489;7865;2;"214";73
23490;7865;7;"360";21
23491;7866;9;"298";36
23492;7866;7;"343";12
23493;7867;3;"301";96
23494;7867;10;"271";69
23495;7868;5;"264";26
23496;7869;2;"240";29
23497;7869;2;"206";36
23498;7869;8;"475";85
23499;7870;7;"215";69
23500;7871;3;"482";25
23501;7871;2;"466";53
23502;7872;6;"206";64
23503;7872;6;"399";82
23504;7872;1;"283";88
23505;7873;8;"408";97
23506;7873;6;"311";3
23507;7873;4;"399";30
23508;7873;6;"294";35
23509;7873;9;"400";60
23510;7874;7;"314";55
23511;7874;5;"305";3
23512;7874;7;"309";6
23513;7875;5;"419";7
23514;7875;9;"415";20
23515;7875;4;"292";76
23516;7875;2;"359";57
23517;7876;2;"324";35
23518;7877;9;"288";46
23519;7877;4;"478";76
23520;7878;8;"316";86
23521;7878;4;"376";23
23522;7878;2;"432";12
23523;7878;7;"267";51
23524;7878;3;"329";88
23525;7879;2;"487";78
23526;7879;5;"327";55
23527;7879;7;"262";80
23528;7879;10;"381";46
23529;7879;5;"294";87
23530;7880;2;"208";22
23531;7881;7;"480";7
23532;7881;2;"368";35
23533;7882;8;"394";24
23534;7883;2;"478";25
23535;7884;4;"286";23
23536;7885;4;"457";73
23537;7886;5;"430";1
23538;7886;8;"486";6
23539;7887;6;"307";80
23540;7887;7;"470";62
23541;7888;4;"481";49
23542;7888;9;"248";42
23543;7888;8;"284";94
23544;7888;2;"480";32
23545;7888;5;"352";11
23546;7889;10;"482";19
23547;7889;9;"496";1
23548;7889;6;"414";34
23549;7889;1;"323";38
23550;7889;5;"455";2
23551;7890;8;"500";92
23552;7890;10;"345";5
23553;7890;9;"346";39
23554;7890;9;"225";39
23555;7891;7;"321";7
23556;7891;2;"313";46
23557;7891;10;"228";1
23558;7892;1;"349";75
23559;7892;2;"250";74
23560;7892;7;"458";86
23561;7892;3;"424";20
23562;7893;10;"407";49
23563;7893;9;"264";84
23564;7893;9;"471";52
23565;7893;3;"493";80
23566;7894;4;"426";32
23567;7894;2;"357";86
23568;7895;1;"300";75
23569;7895;3;"270";38
23570;7895;3;"345";92
23571;7895;5;"416";87
23572;7895;6;"238";100
23573;7896;8;"326";50
23574;7896;2;"483";32
23575;7896;5;"255";96
23576;7897;1;"356";93
23577;7897;7;"328";6
23578;7897;9;"382";42
23579;7898;2;"356";21
23580;7898;1;"251";76
23581;7898;6;"303";39
23582;7898;9;"313";8
23583;7898;2;"208";97
23584;7899;8;"299";34
23585;7899;3;"337";35
23586;7900;5;"319";64
23587;7900;7;"348";77
23588;7900;1;"301";82
23589;7901;6;"393";15
23590;7901;2;"296";91
23591;7901;8;"282";59
23592;7901;3;"486";98
23593;7902;5;"347";60
23594;7902;6;"464";17
23595;7903;6;"446";65
23596;7904;4;"207";88
23597;7904;7;"349";10
23598;7904;7;"224";87
23599;7904;3;"209";7
23600;7904;2;"438";33
23601;7905;8;"230";18
23602;7905;4;"487";6
23603;7905;7;"305";20
23604;7905;3;"291";53
23605;7906;8;"405";75
23606;7906;1;"211";31
23607;7906;9;"209";19
23608;7907;3;"203";32
23609;7907;7;"257";61
23610;7908;1;"448";76
23611;7908;2;"217";100
23612;7908;3;"355";23
23613;7909;9;"358";90
23614;7909;4;"456";63
23615;7909;10;"475";73
23616;7910;3;"412";49
23617;7911;10;"228";78
23618;7911;10;"464";99
23619;7911;9;"237";92
23620;7911;1;"217";68
23621;7911;5;"208";90
23622;7912;7;"386";47
23623;7913;4;"222";84
23624;7913;7;"379";36
23625;7913;5;"288";93
23626;7913;4;"306";86
23627;7913;7;"325";76
23628;7914;1;"432";69
23629;7914;10;"319";17
23630;7914;4;"442";87
23631;7914;5;"495";89
23632;7914;2;"459";11
23633;7915;10;"230";30
23634;7915;2;"378";13
23635;7916;10;"422";95
23636;7916;7;"489";53
23637;7916;5;"447";27
23638;7916;4;"446";74
23639;7917;4;"265";54
23640;7917;3;"272";81
23641;7917;4;"369";35
23642;7918;9;"485";28
23643;7918;5;"480";29
23644;7919;7;"385";58
23645;7920;1;"424";72
23646;7920;9;"413";30
23647;7920;2;"329";38
23648;7920;10;"269";87
23649;7920;7;"229";6
23650;7921;7;"415";24
23651;7921;7;"405";51
23652;7922;9;"353";87
23653;7922;7;"322";91
23654;7923;7;"251";85
23655;7923;3;"272";13
23656;7923;6;"440";85
23657;7923;7;"252";7
23658;7924;10;"315";63
23659;7924;8;"459";45
23660;7924;4;"450";5
23661;7924;1;"475";22
23662;7924;5;"267";38
23663;7925;2;"373";60
23664;7925;10;"248";17
23665;7925;2;"424";23
23666;7926;10;"274";13
23667;7927;6;"444";76
23668;7927;6;"362";7
23669;7927;10;"474";19
23670;7928;10;"393";93
23671;7928;2;"459";27
23672;7928;5;"439";63
23673;7929;4;"367";79
23674;7929;6;"493";20
23675;7930;10;"215";34
23676;7930;4;"357";99
23677;7930;8;"392";42
23678;7931;6;"490";9
23679;7931;7;"398";7
23680;7931;9;"275";82
23681;7931;9;"222";22
23682;7932;3;"218";8
23683;7932;2;"386";42
23684;7932;3;"372";20
23685;7932;9;"448";58
23686;7932;8;"200";1
23687;7933;10;"362";8
23688;7933;5;"383";31
23689;7934;4;"274";74
23690;7934;4;"464";27
23691;7935;2;"420";97
23692;7936;5;"269";12
23693;7937;4;"202";9
23694;7937;8;"467";65
23695;7937;9;"435";69
23696;7938;7;"248";27
23697;7938;4;"297";43
23698;7938;4;"388";80
23699;7938;10;"239";95
23700;7938;8;"295";54
23701;7939;6;"494";46
23702;7939;5;"322";32
23703;7940;10;"290";53
23704;7940;6;"423";18
23705;7941;7;"333";41
23706;7941;6;"405";70
23707;7941;5;"268";77
23708;7942;3;"371";94
23709;7942;5;"280";49
23710;7942;8;"293";51
23711;7942;9;"402";91
23712;7942;6;"466";89
23713;7943;5;"446";100
23714;7943;9;"215";17
23715;7943;8;"446";95
23716;7944;5;"283";94
23717;7944;6;"302";11
23718;7945;8;"273";31
23719;7945;9;"429";44
23720;7945;1;"314";84
23721;7945;1;"494";12
23722;7946;6;"253";73
23723;7946;3;"380";88
23724;7947;8;"445";18
23725;7947;4;"335";21
23726;7947;8;"499";96
23727;7947;10;"445";72
23728;7947;5;"423";98
23729;7948;9;"385";49
23730;7948;1;"350";72
23731;7948;3;"480";84
23732;7948;4;"215";18
23733;7949;4;"391";74
23734;7949;6;"485";21
23735;7949;7;"404";49
23736;7949;8;"318";81
23737;7949;9;"263";57
23738;7950;1;"436";55
23739;7950;7;"448";21
23740;7951;4;"213";27
23741;7952;10;"491";79
23742;7952;9;"304";13
23743;7952;2;"452";65
23744;7953;10;"414";34
23745;7953;2;"429";67
23746;7953;4;"497";14
23747;7953;2;"388";74
23748;7954;8;"415";19
23749;7954;3;"405";79
23750;7954;7;"215";69
23751;7954;8;"344";42
23752;7954;2;"343";72
23753;7955;4;"341";49
23754;7955;6;"328";41
23755;7955;3;"215";13
23756;7955;5;"405";34
23757;7955;10;"223";80
23758;7956;3;"314";93
23759;7956;1;"292";92
23760;7956;6;"282";87
23761;7956;5;"435";1
23762;7957;1;"273";15
23763;7957;7;"297";78
23764;7957;6;"240";48
23765;7958;1;"401";80
23766;7958;6;"409";19
23767;7958;10;"203";59
23768;7958;9;"265";73
23769;7958;3;"353";74
23770;7959;5;"407";29
23771;7960;9;"224";80
23772;7960;1;"344";34
23773;7960;6;"357";3
23774;7960;8;"377";64
23775;7961;10;"276";22
23776;7961;10;"317";46
23777;7961;2;"307";8
23778;7962;6;"205";23
23779;7963;10;"475";49
23780;7963;1;"456";31
23781;7963;10;"415";42
23782;7964;10;"401";65
23783;7965;4;"439";36
23784;7965;6;"406";97
23785;7965;1;"226";82
23786;7966;4;"440";95
23787;7967;1;"381";79
23788;7967;5;"389";53
23789;7967;5;"471";28
23790;7968;5;"381";4
23791;7968;2;"206";27
23792;7968;6;"290";57
23793;7969;3;"257";87
23794;7969;2;"425";74
23795;7969;4;"393";19
23796;7970;1;"483";52
23797;7970;8;"301";91
23798;7971;1;"457";84
23799;7972;10;"491";15
23800;7972;8;"382";98
23801;7972;1;"460";2
23802;7972;3;"409";46
23803;7973;5;"231";37
23804;7973;10;"326";58
23805;7973;8;"338";77
23806;7974;1;"335";68
23807;7974;4;"304";1
23808;7974;9;"433";67
23809;7975;4;"305";81
23810;7976;3;"289";33
23811;7976;8;"476";33
23812;7976;2;"210";75
23813;7976;3;"345";64
23814;7977;6;"458";66
23815;7977;1;"434";10
23816;7977;5;"347";63
23817;7978;6;"204";5
23818;7979;4;"493";44
23819;7979;9;"383";38
23820;7979;9;"368";28
23821;7979;7;"239";29
23822;7979;3;"239";28
23823;7980;6;"322";92
23824;7980;2;"349";79
23825;7981;8;"211";69
23826;7981;7;"494";5
23827;7981;2;"440";71
23828;7981;4;"388";75
23829;7981;9;"302";62
23830;7982;5;"412";32
23831;7982;5;"239";56
23832;7982;1;"221";13
23833;7983;3;"375";45
23834;7983;9;"240";61
23835;7983;10;"319";44
23836;7984;9;"401";37
23837;7984;5;"376";78
23838;7984;7;"239";60
23839;7984;2;"500";91
23840;7984;1;"422";31
23841;7985;5;"390";13
23842;7985;6;"309";43
23843;7985;8;"349";28
23844;7985;2;"241";7
23845;7985;6;"243";41
23846;7986;1;"261";96
23847;7986;10;"453";45
23848;7986;6;"433";37
23849;7986;8;"266";39
23850;7987;6;"371";78
23851;7987;4;"245";90
23852;7988;10;"481";46
23853;7989;2;"471";44
23854;7989;6;"414";77
23855;7989;10;"314";64
23856;7990;3;"424";51
23857;7990;5;"297";84
23858;7990;9;"254";57
23859;7990;10;"210";51
23860;7991;1;"254";57
23861;7991;9;"399";62
23862;7991;7;"499";64
23863;7992;7;"403";20
23864;7992;2;"228";88
23865;7993;1;"356";59
23866;7993;4;"300";89
23867;7993;9;"271";60
23868;7993;9;"213";88
23869;7993;9;"254";25
23870;7994;8;"384";57
23871;7994;3;"324";20
23872;7994;7;"256";55
23873;7995;3;"320";99
23874;7995;8;"367";15
23875;7995;6;"211";66
23876;7995;2;"472";83
23877;7995;4;"444";8
23878;7996;8;"355";22
23879;7996;8;"419";8
23880;7997;9;"491";19
23881;7997;8;"471";63
23882;7997;6;"247";58
23883;7998;9;"205";26
23884;7998;1;"309";31
23885;7999;2;"275";70
23886;7999;3;"323";27
23887;8000;8;"455";25
23888;8000;4;"363";77
23889;8000;1;"389";46
23890;8000;4;"450";34
23891;8000;2;"370";51
23892;8001;6;"353";4
23893;8002;8;"429";14
23894;8002;5;"498";50
23895;8002;8;"418";83
23896;8003;7;"423";17
23897;8003;5;"283";36
23898;8003;9;"440";80
23899;8003;1;"472";89
23900;8004;6;"367";89
23901;8004;3;"213";72
23902;8004;4;"234";77
23903;8004;9;"305";96
23904;8004;5;"246";76
23905;8005;9;"415";32
23906;8005;3;"262";67
23907;8005;10;"404";14
23908;8006;7;"240";75
23909;8006;4;"414";10
23910;8006;5;"449";86
23911;8006;5;"247";62
23912;8007;3;"233";12
23913;8008;8;"347";74
23914;8008;9;"238";73
23915;8009;3;"306";37
23916;8009;5;"491";69
23917;8009;5;"488";67
23918;8010;1;"344";8
23919;8010;4;"488";50
23920;8010;4;"253";82
23921;8010;8;"378";21
23922;8011;4;"289";76
23923;8012;2;"251";88
23924;8012;7;"280";14
23925;8013;8;"223";2
23926;8013;6;"469";47
23927;8013;8;"223";93
23928;8014;4;"285";59
23929;8014;6;"278";98
23930;8014;4;"360";77
23931;8014;8;"421";92
23932;8014;2;"328";31
23933;8015;2;"213";49
23934;8015;9;"330";41
23935;8016;1;"277";10
23936;8016;9;"265";15
23937;8016;4;"486";89
23938;8016;4;"233";52
23939;8017;7;"231";11
23940;8017;2;"338";53
23941;8018;7;"405";75
23942;8018;2;"400";68
23943;8019;9;"320";68
23944;8019;10;"409";28
23945;8020;10;"238";36
23946;8021;2;"378";3
23947;8021;2;"342";95
23948;8021;4;"457";58
23949;8021;1;"369";96
23950;8022;6;"311";21
23951;8022;6;"300";55
23952;8022;7;"378";63
23953;8023;7;"335";22
23954;8023;9;"383";43
23955;8023;9;"433";52
23956;8023;6;"369";40
23957;8024;6;"223";20
23958;8024;1;"424";23
23959;8024;7;"305";40
23960;8025;5;"416";74
23961;8025;8;"458";72
23962;8026;3;"286";50
23963;8026;10;"299";89
23964;8026;8;"444";84
23965;8027;10;"378";43
23966;8027;1;"429";52
23967;8028;7;"268";76
23968;8028;9;"382";59
23969;8028;2;"377";48
23970;8028;6;"297";8
23971;8028;2;"420";57
23972;8029;9;"390";18
23973;8029;4;"427";55
23974;8029;2;"294";38
23975;8029;2;"263";23
23976;8029;4;"420";3
23977;8030;1;"240";5
23978;8030;1;"310";84
23979;8030;9;"484";19
23980;8030;9;"386";36
23981;8030;10;"238";89
23982;8031;7;"405";33
23983;8031;2;"373";60
23984;8031;1;"276";38
23985;8032;1;"300";36
23986;8032;3;"498";72
23987;8032;8;"449";81
23988;8033;7;"323";78
23989;8033;9;"283";61
23990;8033;8;"493";25
23991;8034;3;"232";25
23992;8034;4;"321";31
23993;8035;1;"486";66
23994;8035;8;"263";17
23995;8035;5;"462";18
23996;8036;7;"269";98
23997;8037;10;"390";68
23998;8037;6;"398";13
23999;8037;5;"499";57
24000;8037;10;"303";90
24001;8037;8;"319";42
24002;8038;4;"495";95
24003;8038;7;"447";5
24004;8038;8;"468";24
24005;8039;7;"266";14
24006;8039;7;"398";24
24007;8040;2;"446";44
24008;8040;9;"255";91
24009;8040;7;"486";76
24010;8040;6;"254";69
24011;8041;4;"476";83
24012;8042;2;"276";82
24013;8042;7;"235";93
24014;8043;3;"480";62
24015;8043;5;"266";40
24016;8043;2;"323";82
24017;8043;3;"231";72
24018;8044;4;"352";86
24019;8044;9;"292";64
24020;8044;7;"446";95
24021;8045;6;"395";42
24022;8045;7;"252";71
24023;8045;10;"413";44
24024;8045;2;"297";97
24025;8046;4;"470";45
24026;8046;2;"465";33
24027;8047;3;"384";69
24028;8047;2;"365";67
24029;8047;6;"427";61
24030;8047;8;"322";29
24031;8048;3;"325";90
24032;8048;2;"228";1
24033;8048;10;"304";31
24034;8048;8;"465";54
24035;8048;10;"281";58
24036;8049;8;"471";81
24037;8049;9;"366";48
24038;8050;3;"280";93
24039;8051;7;"216";84
24040;8052;2;"289";37
24041;8052;8;"245";59
24042;8052;4;"440";88
24043;8053;3;"257";5
24044;8054;9;"308";35
24045;8054;2;"259";46
24046;8054;3;"438";97
24047;8054;7;"350";74
24048;8055;6;"263";32
24049;8056;10;"292";69
24050;8056;8;"222";39
24051;8057;8;"311";71
24052;8057;1;"237";99
24053;8058;5;"225";88
24054;8058;8;"452";37
24055;8058;7;"276";96
24056;8059;5;"309";70
24057;8060;5;"288";59
24058;8061;4;"263";91
24059;8062;1;"209";3
24060;8062;2;"420";8
24061;8063;4;"454";80
24062;8063;2;"376";45
24063;8063;6;"364";54
24064;8063;4;"426";24
24065;8064;2;"334";61
24066;8064;5;"236";75
24067;8064;9;"459";92
24068;8064;2;"330";45
24069;8064;3;"245";44
24070;8065;5;"280";10
24071;8065;1;"439";96
24072;8065;7;"375";60
24073;8065;7;"457";90
24074;8065;1;"400";57
24075;8066;8;"424";71
24076;8066;4;"278";17
24077;8066;10;"299";83
24078;8066;6;"390";80
24079;8066;4;"365";86
24080;8067;8;"377";43
24081;8067;8;"290";27
24082;8067;3;"425";12
24083;8067;6;"269";1
24084;8067;8;"252";96
24085;8068;5;"261";44
24086;8068;3;"391";26
24087;8068;7;"350";46
24088;8069;10;"446";22
24089;8069;8;"359";35
24090;8070;6;"422";89
24091;8070;8;"374";36
24092;8070;2;"479";69
24093;8070;9;"212";64
24094;8070;9;"472";42
24095;8071;3;"315";56
24096;8071;3;"437";100
24097;8071;7;"483";85
24098;8071;8;"211";100
24099;8072;8;"478";55
24100;8072;8;"288";29
24101;8072;10;"218";74
24102;8073;7;"441";19
24103;8073;8;"495";43
24104;8073;7;"495";41
24105;8074;4;"389";52
24106;8074;9;"257";56
24107;8074;4;"440";19
24108;8075;7;"272";76
24109;8075;3;"364";17
24110;8076;6;"223";14
24111;8076;4;"362";87
24112;8077;6;"263";54
24113;8077;1;"409";8
24114;8077;5;"269";69
24115;8077;6;"234";5
24116;8078;6;"489";57
24117;8078;3;"455";93
24118;8079;8;"234";70
24119;8080;7;"271";73
24120;8080;3;"356";60
24121;8080;9;"251";82
24122;8081;9;"461";62
24123;8081;2;"200";13
24124;8082;8;"457";21
24125;8083;4;"218";95
24126;8084;2;"388";38
24127;8085;1;"240";15
24128;8085;9;"202";7
24129;8085;9;"411";38
24130;8085;1;"301";48
24131;8086;6;"453";23
24132;8086;3;"374";36
24133;8086;3;"220";23
24134;8086;6;"342";57
24135;8086;2;"440";45
24136;8087;9;"242";63
24137;8087;2;"205";96
24138;8087;8;"297";19
24139;8087;9;"281";49
24140;8088;3;"420";24
24141;8088;10;"235";43
24142;8088;7;"227";32
24143;8089;9;"360";54
24144;8089;4;"431";60
24145;8089;4;"277";45
24146;8089;1;"466";94
24147;8090;5;"330";100
24148;8090;5;"369";63
24149;8090;2;"228";71
24150;8090;6;"247";63
24151;8091;2;"341";89
24152;8091;7;"422";68
24153;8091;7;"369";4
24154;8091;8;"424";83
24155;8092;8;"222";77
24156;8092;2;"208";10
24157;8093;2;"285";1
24158;8093;6;"467";98
24159;8093;10;"417";83
24160;8093;4;"301";87
24161;8093;4;"358";19
24162;8094;3;"446";41
24163;8095;9;"486";53
24164;8095;8;"367";55
24165;8095;6;"432";91
24166;8096;9;"434";12
24167;8096;4;"220";67
24168;8096;10;"480";28
24169;8097;5;"214";96
24170;8097;6;"275";39
24171;8098;9;"236";4
24172;8098;10;"257";28
24173;8098;5;"413";8
24174;8099;8;"374";66
24175;8099;7;"421";77
24176;8099;5;"499";54
24177;8099;3;"490";99
24178;8100;1;"300";4
24179;8100;8;"331";64
24180;8101;9;"240";79
24181;8101;10;"263";58
24182;8101;6;"385";39
24183;8101;9;"339";57
24184;8101;7;"244";14
24185;8102;5;"265";45
24186;8102;8;"256";74
24187;8102;7;"363";52
24188;8103;6;"492";46
24189;8103;9;"244";31
24190;8103;8;"372";79
24191;8104;2;"408";76
24192;8104;8;"489";51
24193;8105;4;"455";95
24194;8105;1;"216";18
24195;8105;10;"244";93
24196;8105;10;"338";35
24197;8106;4;"277";14
24198;8106;5;"456";30
24199;8106;7;"280";77
24200;8107;5;"478";10
24201;8107;10;"243";40
24202;8107;10;"297";1
24203;8107;1;"404";4
24204;8107;5;"205";60
24205;8108;4;"409";7
24206;8108;2;"392";97
24207;8109;4;"300";88
24208;8109;10;"243";81
24209;8109;8;"415";29
24210;8109;4;"205";41
24211;8110;5;"212";71
24212;8110;4;"256";84
24213;8110;3;"401";56
24214;8111;9;"441";40
24215;8111;6;"454";13
24216;8112;8;"393";43
24217;8112;2;"255";43
24218;8112;6;"316";60
24219;8113;6;"274";31
24220;8114;5;"407";13
24221;8115;8;"487";77
24222;8115;5;"283";28
24223;8115;5;"322";74
24224;8116;6;"432";8
24225;8116;3;"475";63
24226;8116;1;"343";1
24227;8116;4;"373";20
24228;8116;2;"467";51
24229;8117;8;"227";90
24230;8118;7;"259";19
24231;8118;7;"254";59
24232;8118;1;"443";24
24233;8119;5;"339";7
24234;8119;5;"262";49
24235;8120;9;"424";37
24236;8120;5;"480";98
24237;8121;4;"425";73
24238;8121;10;"268";41
24239;8121;6;"344";40
24240;8122;5;"469";95
24241;8123;9;"483";15
24242;8124;7;"257";61
24243;8124;8;"359";94
24244;8124;5;"258";33
24245;8124;1;"214";96
24246;8124;6;"270";64
24247;8125;5;"290";28
24248;8125;5;"257";61
24249;8125;6;"486";68
24250;8126;4;"288";65
24251;8126;2;"479";26
24252;8126;3;"246";17
24253;8126;1;"463";96
24254;8127;5;"417";81
24255;8128;2;"393";29
24256;8128;3;"433";71
24257;8128;3;"487";31
24258;8128;6;"377";32
24259;8128;2;"288";62
24260;8129;10;"202";68
24261;8129;8;"222";67
24262;8129;4;"221";91
24263;8130;5;"279";55
24264;8130;2;"271";71
24265;8130;10;"225";46
24266;8131;6;"298";85
24267;8131;9;"455";44
24268;8131;1;"375";85
24269;8132;2;"368";26
24270;8132;3;"385";18
24271;8132;10;"312";56
24272;8132;4;"327";37
24273;8133;1;"389";27
24274;8133;6;"273";54
24275;8133;5;"310";12
24276;8133;10;"489";79
24277;8133;10;"427";15
24278;8134;8;"376";27
24279;8134;4;"274";96
24280;8134;4;"467";41
24281;8134;6;"227";93
24282;8135;10;"380";55
24283;8135;10;"421";86
24284;8136;5;"445";71
24285;8137;9;"241";27
24286;8138;6;"200";73
24287;8138;6;"374";58
24288;8138;2;"360";80
24289;8138;9;"218";17
24290;8138;3;"450";86
24291;8139;6;"233";14
24292;8139;3;"305";13
24293;8139;3;"280";80
24294;8139;10;"495";80
24295;8140;7;"404";40
24296;8140;6;"306";69
24297;8140;6;"381";35
24298;8140;3;"322";70
24299;8140;3;"498";36
24300;8141;3;"340";70
24301;8141;8;"287";61
24302;8142;6;"281";48
24303;8142;3;"304";93
24304;8142;3;"324";3
24305;8143;7;"246";63
24306;8143;10;"228";26
24307;8143;4;"264";25
24308;8143;8;"224";86
24309;8143;1;"299";2
24310;8144;10;"330";22
24311;8144;7;"207";1
24312;8145;10;"248";85
24313;8145;1;"442";100
24314;8146;4;"247";39
24315;8146;2;"296";42
24316;8146;5;"205";88
24317;8147;4;"449";52
24318;8147;9;"358";36
24319;8147;7;"218";70
24320;8147;2;"452";76
24321;8148;2;"398";70
24322;8148;2;"285";69
24323;8148;3;"475";81
24324;8148;7;"290";32
24325;8149;5;"314";31
24326;8150;1;"462";82
24327;8150;5;"474";79
24328;8150;10;"330";50
24329;8150;6;"468";62
24330;8151;7;"294";3
24331;8152;5;"305";19
24332;8152;4;"373";30
24333;8153;2;"449";6
24334;8153;2;"467";98
24335;8154;10;"265";38
24336;8155;4;"219";91
24337;8155;7;"428";10
24338;8155;4;"256";16
24339;8155;5;"484";99
24340;8155;4;"255";11
24341;8156;10;"269";62
24342;8157;5;"254";16
24343;8157;8;"359";45
24344;8157;4;"258";93
24345;8157;5;"463";90
24346;8158;6;"209";52
24347;8159;7;"370";68
24348;8159;3;"201";87
24349;8159;9;"422";26
24350;8160;5;"290";41
24351;8160;10;"293";13
24352;8160;9;"214";45
24353;8160;1;"493";83
24354;8160;3;"305";49
24355;8161;1;"497";73
24356;8161;2;"415";50
24357;8161;7;"322";81
24358;8161;2;"202";28
24359;8161;8;"456";89
24360;8162;7;"483";66
24361;8162;9;"456";95
24362;8163;4;"317";3
24363;8163;1;"425";88
24364;8163;6;"202";19
24365;8163;9;"350";34
24366;8163;8;"298";65
24367;8164;9;"433";5
24368;8164;6;"404";96
24369;8164;10;"367";83
24370;8164;2;"487";12
24371;8165;4;"300";66
24372;8165;1;"389";2
24373;8165;5;"395";32
24374;8166;10;"221";94
24375;8166;3;"267";61
24376;8166;3;"220";51
24377;8167;6;"402";63
24378;8167;6;"211";63
24379;8167;3;"321";72
24380;8168;7;"221";26
24381;8169;6;"262";25
24382;8169;3;"349";20
24383;8170;5;"435";41
24384;8170;6;"344";92
24385;8170;1;"430";86
24386;8171;7;"347";91
24387;8172;8;"265";72
24388;8173;2;"437";85
24389;8173;9;"315";38
24390;8173;8;"331";88
24391;8174;9;"252";1
24392;8175;7;"493";40
24393;8175;2;"310";32
24394;8175;4;"429";28
24395;8175;1;"226";52
24396;8175;4;"459";100
24397;8176;10;"318";8
24398;8176;5;"299";8
24399;8176;7;"414";23
24400;8176;7;"200";52
24401;8177;9;"224";33
24402;8177;4;"456";62
24403;8177;3;"278";81
24404;8177;7;"476";5
24405;8177;1;"410";49
24406;8178;7;"348";72
24407;8179;7;"245";85
24408;8180;10;"289";8
24409;8180;9;"242";31
24410;8180;4;"321";76
24411;8180;10;"232";9
24412;8180;1;"287";67
24413;8181;10;"263";99
24414;8181;7;"292";85
24415;8181;6;"316";52
24416;8181;2;"394";60
24417;8182;3;"386";68
24418;8182;6;"233";1
24419;8182;10;"491";7
24420;8183;6;"244";62
24421;8183;3;"432";20
24422;8183;8;"259";99
24423;8183;3;"317";58
24424;8184;8;"221";98
24425;8185;2;"472";26
24426;8185;10;"415";81
24427;8185;5;"395";8
24428;8185;10;"219";8
24429;8185;9;"468";64
24430;8186;9;"211";35
24431;8186;3;"435";3
24432;8186;3;"392";17
24433;8187;10;"266";37
24434;8187;2;"321";52
24435;8187;9;"290";59
24436;8188;3;"338";31
24437;8188;8;"476";84
24438;8189;5;"287";47
24439;8189;10;"210";52
24440;8190;9;"387";21
24441;8190;2;"463";15
24442;8190;2;"310";64
24443;8190;9;"302";45
24444;8191;5;"351";62
24445;8191;1;"243";91
24446;8191;1;"380";53
24447;8192;5;"458";65
24448;8192;1;"484";20
24449;8193;5;"267";54
24450;8193;10;"368";34
24451;8194;6;"460";79
24452;8194;6;"355";43
24453;8194;2;"257";100
24454;8194;7;"496";38
24455;8194;4;"464";10
24456;8195;6;"208";82
24457;8195;7;"312";40
24458;8196;2;"201";24
24459;8197;10;"354";1
24460;8198;9;"209";82
24461;8199;5;"477";3
24462;8199;2;"382";47
24463;8199;10;"436";53
24464;8199;4;"252";84
24465;8199;9;"230";9
24466;8200;10;"374";9
24467;8200;1;"486";85
24468;8201;4;"385";57
24469;8201;5;"406";52
24470;8202;2;"401";48
24471;8202;9;"478";69
24472;8202;9;"304";29
24473;8202;6;"206";63
24474;8203;5;"395";17
24475;8203;8;"466";58
24476;8203;2;"354";46
24477;8203;10;"399";91
24478;8204;5;"302";83
24479;8204;8;"283";58
24480;8205;7;"287";84
24481;8206;3;"435";31
24482;8206;10;"337";41
24483;8206;10;"421";76
24484;8207;7;"408";77
24485;8207;4;"384";37
24486;8207;7;"380";7
24487;8207;4;"357";75
24488;8208;6;"313";37
24489;8208;2;"436";71
24490;8208;9;"464";92
24491;8208;10;"487";67
24492;8209;2;"441";91
24493;8209;3;"239";22
24494;8209;4;"236";71
24495;8210;8;"285";62
24496;8210;6;"245";80
24497;8211;2;"226";63
24498;8211;4;"405";98
24499;8211;7;"412";56
24500;8211;5;"462";13
24501;8211;3;"267";36
24502;8212;10;"484";20
24503;8212;8;"324";27
24504;8212;5;"367";66
24505;8213;10;"232";64
24506;8213;1;"455";27
24507;8213;9;"484";42
24508;8213;4;"225";62
24509;8214;9;"262";15
24510;8214;3;"422";98
24511;8214;10;"307";47
24512;8215;5;"375";59
24513;8215;2;"421";60
24514;8215;7;"336";25
24515;8215;6;"250";25
